long,lat,objectid,clave_vere,numero_ord,clave_vado,origendato
-58.4805668366194,-34.6573049219414,27416,062-111C-000-7091-1,1,062-111C-000-7091-1-1,VueloFotogrametrico
-58.4805873103355,-34.6572734902731,27417,062-111C-000-7091-1,2,062-111C-000-7091-1-2,VueloFotogrametrico
-58.4809010912507,-34.6570887470665,27418,062-111C-000-10016-1,1,062-111C-000-10016-1-1,VueloFotogrametrico
-58.4808371939391,-34.6570869133721,27419,062-111C-000-10016-1,2,062-111C-000-10016-1-2,VueloFotogrametrico
-58.481251124997,-34.6571897824594,27420,062-112-001-7091-1,1,062-112-001-7091-1-1,VueloFotogrametrico
-58.482204807862,-34.6565067619904,27421,062-112-008B-7091-1,1,062-112-008B-7091-1-1,VueloFotogrametrico
-58.4821519045685,-34.6565039779786,27422,062-112-008B-7091-1,2,062-112-008B-7091-1-2,VueloFotogrametrico
-58.4826694052793,-34.6569360659865,27423,062-112-016-2032-1,1,062-112-016-2032-1-1,VueloFotogrametrico
-58.4826678333726,-34.6568849721194,27424,062-112-016-2032-1,2,062-112-016-2032-1-2,VueloFotogrametrico
-58.4817263433148,-34.6576520196038,27425,062-112-027-2032-1,1,062-112-027-2032-1-1,VueloFotogrametrico
-58.4817620292291,-34.6576456086085,27426,062-112-027-2032-1,2,062-112-027-2032-1-2,VueloFotogrametrico
-58.4834447997341,-34.6555311557212,27427,062-113-001-12018-1,1,062-113-001-12018-1-1,VueloFotogrametrico
-58.4834147087057,-34.655528498325,27428,062-113-001-12018-1,2,062-113-001-12018-1-2,VueloFotogrametrico
-58.4840994140127,-34.6561050205821,27429,062-113-008C-12018-1,1,062-113-008C-12018-1-1,VueloFotogrametrico
-58.4840959298179,-34.6560759303474,27430,062-113-008C-12018-1,2,062-113-008C-12018-1-2,VueloFotogrametrico
-58.483412275045,-34.6566767604266,27431,062-113-016B-2032-1,1,062-113-016B-2032-1-1,VueloFotogrametrico
-58.4827399502518,-34.6568260264721,27432,062-113-021B-2032-1,1,062-113-021B-2032-1-1,VueloFotogrametrico
-58.5194890606693,-34.6496104944857,69388,072-078-019-3181-1,2,072-078-019-3181-1-2,VueloFotogrametrico
-58.5190581787777,-34.649269164992,69389,072-078-022-7070-1,1,072-078-022-7070-1-1,VueloFotogrametrico
-58.5190706647202,-34.6492348886261,69390,072-078-022-7070-1,2,072-078-022-7070-1-2,VueloFotogrametrico
-58.5214322878329,-34.6475181880151,69391,072-079-001-7070-1,1,072-079-001-7070-1-1,VueloFotogrametrico
-58.5213429380323,-34.6475111096685,69392,072-079-001-7070-1,2,072-079-001-7070-1-2,VueloFotogrametrico
-58.5217635282134,-34.6478591321571,69393,072-079-005A-21038-1,1,072-079-005A-21038-1-1,VueloFotogrametrico
-58.5217445670163,-34.6478061285554,69394,072-079-005A-21038-1,2,072-079-005A-21038-1-2,VueloFotogrametrico
-58.5215217375133,-34.6480736891024,69395,072-079-007-3056-1,1,072-079-007-3056-1-1,VueloFotogrametrico
-58.5214251422475,-34.6481471125467,69396,072-079-008-3056-1,1,072-079-008-3056-1-1,VueloFotogrametrico
-58.521071917149,-34.6484155973772,69397,072-079-013-3056-1,1,072-079-013-3056-1-1,VueloFotogrametrico
-58.5211386667149,-34.64836486188,69398,072-079-013-3056-1,2,072-079-013-3056-1-2,VueloFotogrametrico
-58.5206890230547,-34.6486808693497,69399,072-079-017-3001-1,1,072-079-017-3001-1-1,VueloFotogrametrico
-58.5202974280599,-34.6483247712959,69400,072-079-021-3001-1,1,072-079-021-3001-1-1,VueloFotogrametrico
-58.5203180717365,-34.6482771603967,69401,072-079-021-3001-1,2,072-079-021-3001-1-2,VueloFotogrametrico
-58.5215740306589,-34.6465036928418,69402,072-080A-001A-2102-1,1,072-080A-001A-2102-1-1,VueloFotogrametrico
-58.5216168307759,-34.6464807556449,69403,072-080A-001A-2102-1,2,072-080A-001A-2102-1-2,VueloFotogrametrico
-58.5220972075855,-34.6465264048117,69404,072-080A-003B-3056-1,1,072-080A-003B-3056-1-1,VueloFotogrametrico
-58.52191439787,-34.6473846252431,69405,072-080A-012-17068-1,1,072-080A-012-17068-1-1,VueloFotogrametrico
-58.521953303858,-34.647319343164,69406,072-080A-012-17068-1,2,072-080A-012-17068-1-2,VueloFotogrametrico
-58.5215612091521,-34.6473852983992,69407,072-080A-014-7070-1,1,072-080A-014-7070-1-1,VueloFotogrametrico
-58.5214516178549,-34.6472866601551,69408,072-080A-014-7070-1,2,072-080A-014-7070-1-2,VueloFotogrametrico
-58.5221919958053,-34.6465260855076,69409,072-080B-001A-3056-1,1,072-080B-001A-3056-1-1,VueloFotogrametrico
-58.5006098341395,-34.5953898805595,46367,083-239-010-13123-1,1,083-239-010-13123-1-1,VueloFotogrametrico
-58.5003570529474,-34.5952135401835,46368,083-239-012A-3200-1,1,083-239-012A-3200-1-1,VueloFotogrametrico
-58.5003596846795,-34.5951680903715,46369,083-239-012A-3200-1,2,083-239-012A-3200-1-2,VueloFotogrametrico
-58.5026172164916,-34.5945970079647,46370,083-241-001D-14027-1,1,083-241-001D-14027-1-1,VueloFotogrametrico
-58.5016711664229,-34.5949814209902,46371,083-241-003-20045-1,1,083-241-003-20045-1-1,VueloFotogrametrico
-58.5009778232141,-34.5945332481903,46372,083-241-011A-1131-1,1,083-241-011A-1131-1-1,VueloFotogrametrico
-58.5009751472466,-34.5944951592249,46373,083-241-011A-1131-1,2,083-241-011A-1131-1-2,VueloFotogrametrico
-58.501154444774,-34.5943042289001,46374,083-241-012-3200-1,1,083-241-012-3200-1-1,VueloFotogrametrico
-58.5013834092368,-34.594056007631,46375,083-242-001A-3200-1,1,083-242-001A-3200-1-1,VueloFotogrametrico
-58.5015077867273,-34.5939386521736,46376,083-242-001A-3200-1,2,083-242-001A-3200-1-2,VueloFotogrametrico
-58.5015519781098,-34.593935026267,46377,083-242-001A-3200-1,3,083-242-001A-3200-1-3,VueloFotogrametrico
-58.4939479924137,-34.5914142418945,46127,071-082-011-13123-1,1,071-082-011-13123-1-1,VueloFotogrametrico
-58.4939319572185,-34.5913604660503,46128,071-082-011-13123-1,2,071-082-011-13123-1-2,VueloFotogrametrico
-58.4933229414534,-34.5920427320491,46129,071-082-018-3055-1,1,071-082-018-3055-1-1,VueloFotogrametrico
-58.4934052240242,-34.592026826517,46130,071-082-018-3055-1,2,071-082-018-3055-1-2,VueloFotogrametrico
-58.4923418034174,-34.5914255377779,46131,071-082-028-2093-1,1,071-082-028-2093-1-1,VueloFotogrametrico
-58.4923404423956,-34.5913729228141,46132,071-082-028-2093-1,2,071-082-028-2093-1-2,VueloFotogrametrico
-58.493543314325,-34.5900737875126,46133,071-083-001A-2093-1,1,071-083-001A-2093-1-1,VueloFotogrametrico
-58.4945645212237,-34.5907277848467,46134,071-083-013-3152-1,1,071-083-013-3152-1-1,VueloFotogrametrico
-58.4945558616023,-34.5906847331012,46135,071-083-013-3152-1,2,071-083-013-3152-1-2,VueloFotogrametrico
-58.4939954780951,-34.591300074889,46136,071-083-018-13123-1,1,071-083-018-13123-1-1,VueloFotogrametrico
-58.4940743220629,-34.5912849042976,46137,071-083-018-13123-1,2,071-083-018-13123-1-2,VueloFotogrametrico
-58.4930142779226,-34.5906871755865,46138,071-083-029A-13123-1,1,071-083-029A-13123-1-1,VueloFotogrametrico
-58.4930131471652,-34.5906239592861,46139,071-083-029A-13123-1,2,071-083-029A-13123-1-2,VueloFotogrametrico
-58.4941400044593,-34.5893935004182,46140,071-084-001A-14027-1,1,071-084-001A-14027-1-1,VueloFotogrametrico
-58.4941956030781,-34.5893900873358,46141,071-084-001A-14027-1,2,071-084-001A-14027-1-2,VueloFotogrametrico
-58.4951848651726,-34.5900372821768,46142,071-084-012-14027-1,1,071-084-012-14027-1-1,VueloFotogrametrico
-58.4951695564329,-34.5899908757208,46143,071-084-012-14027-1,2,071-084-012-14027-1-2,VueloFotogrametrico
-58.4946571877827,-34.5906123218752,46144,071-084-013J-3152-1,1,071-084-013J-3152-1-1,VueloFotogrametrico
-58.4936248381515,-34.5899800793127,46145,071-084-029-2093-1,1,071-084-029-2093-1-1,VueloFotogrametrico
-58.4936373865623,-34.5899353118177,46146,071-084-029-2093-1,2,071-084-029-2093-1-2,VueloFotogrametrico
-58.4942719328424,-34.5893374171521,46147,071-085A-001-2093-1,1,071-085A-001-2093-1-1,VueloFotogrametrico
-58.4942703692403,-34.5892344719547,46148,071-085A-001-2093-1,2,071-085A-001-2093-1-2,VueloFotogrametrico
-58.4947608753606,-34.5887072992295,46149,071-085A-007B-4039-1,1,071-085A-007B-4039-1-1,VueloFotogrametrico
-58.4948140121267,-34.5887002249176,46150,071-085A-007B-4039-1,2,071-085A-007B-4039-1-2,VueloFotogrametrico
-58.4952534752198,-34.5889985822978,46151,071-085A-011-4039-1,1,071-085A-011-4039-1-1,VueloFotogrametrico
-58.4952381899513,-34.5889545078832,46152,071-085A-011-4039-1,2,071-085A-011-4039-1-2,VueloFotogrametrico
-58.4947563085608,-34.5895658400263,46153,071-085A-017-21056-1,1,071-085A-017-21056-1-1,VueloFotogrametrico
-58.468406686819,-34.5827641797748,46691,049-071-001-6044-1,2,049-071-001-6044-1-2,VueloFotogrametrico
-58.4684334585258,-34.5833397445086,46692,049-071-005B-21057-1,1,049-071-005B-21057-1-1,VueloFotogrametrico
-58.4684675863323,-34.5832862463025,46693,049-071-005B-21057-1,2,049-071-005B-21057-1-2,VueloFotogrametrico
-58.4675046066153,-34.5836328308896,46694,049-071-014A-21057-1,1,049-071-014A-21057-1-1,VueloFotogrametrico
-58.467451152393,-34.5835980243731,46695,049-071-014A-21057-1,2,049-071-014A-21057-1-2,VueloFotogrametrico
-58.4674182294003,-34.5828211766474,46696,049-071-021-17099-1,1,049-071-021-17099-1-1,VueloFotogrametrico
-58.467460056144,-34.582787429819,46697,049-071-021-17099-1,2,049-071-021-17099-1-2,VueloFotogrametrico
-58.4694318867572,-34.5816484484877,46698,049-072-001-3237-1,1,049-072-001-3237-1-1,VueloFotogrametrico
-58.4694371942127,-34.5826366657995,46699,049-072-010-6044-1,1,049-072-010-6044-1-1,VueloFotogrametrico
-58.4685813708868,-34.5826753424351,46700,049-072-017-8018-1,1,049-072-017-8018-1-1,VueloFotogrametrico
-58.4685347950227,-34.5826400296414,46701,049-072-017-8018-1,2,049-072-017-8018-1-2,VueloFotogrametrico
-58.4685093618441,-34.581684456592,46702,049-072-028-8018-1,1,049-072-028-8018-1-1,VueloFotogrametrico
-58.4685482519332,-34.5816602608621,46703,049-072-028-8018-1,2,049-072-028-8018-1-2,VueloFotogrametrico
-58.4673839611164,-34.5817270167883,46704,049-073-001A-19088-1,1,049-073-001A-19088-1-1,VueloFotogrametrico
-58.4674228961069,-34.581696476624,46705,049-073-001A-19088-1,2,049-073-001A-19088-1-2,VueloFotogrametrico
-58.4683809062298,-34.5816898332193,46706,049-073-008-19088-1,1,049-073-008-19088-1-1,VueloFotogrametrico
-58.4683533728586,-34.5816716710314,46707,049-073-008-19088-1,2,049-073-008-19088-1-2,VueloFotogrametrico
-58.4684006008692,-34.5826772034672,46708,049-073-018-8018-1,1,049-073-018-8018-1-1,VueloFotogrametrico
-58.4684375781131,-34.582638676964,46709,049-073-018-8018-1,2,049-073-018-8018-1-2,VueloFotogrametrico
-58.4674623517057,-34.5827096504595,46710,049-073-025C-17099-1,1,049-073-025C-17099-1-1,VueloFotogrametrico
-58.4674073930764,-34.5826646949877,46711,049-073-025C-17099-1,2,049-073-025C-17099-1-2,VueloFotogrametrico
-58.4694439427117,-34.5805712865182,46712,049-074-001-3220-1,1,049-074-001-3220-1-1,VueloFotogrametrico
-58.4694098868693,-34.580544764939,46713,049-074-001-3220-1,2,049-074-001-3220-1-2,VueloFotogrametrico
-58.4694499780486,-34.5815188874665,46714,049-074-011-19088-1,1,049-074-011-19088-1-1,VueloFotogrametrico
-58.4685348147484,-34.5815743270588,46715,049-074-017-8018-1,1,049-074-017-8018-1-1,VueloFotogrametrico
-58.4684927859685,-34.5815411560965,46716,049-074-017-8018-1,2,049-074-017-8018-1-2,VueloFotogrametrico
-58.4684845528536,-34.5805772054836,46717,049-074-027-3220-1,1,049-074-027-3220-1-1,VueloFotogrametrico
-58.4683349427945,-34.5805941384265,46718,049-075-001A-3220-1,1,049-075-001A-3220-1-1,VueloFotogrametrico
-58.4682996491794,-34.5805741581824,46719,049-075-001A-3220-1,2,049-075-001A-3220-1-2,VueloFotogrametrico
-58.4683690966257,-34.581566462356,46720,049-075-009-19088-1,1,049-075-009-19088-1-1,VueloFotogrametrico
-58.4683906204649,-34.5815356528571,46721,049-075-009-19088-1,2,049-075-009-19088-1-2,VueloFotogrametrico
-58.4674085723891,-34.5816052344628,46722,049-075-016B-17099-1,1,049-075-016B-17099-1-1,VueloFotogrametrico
-58.4673688478319,-34.5815682055255,46723,049-075-016B-17099-1,2,049-075-016B-17099-1-2,VueloFotogrametrico
-58.4673447997845,-34.5806170887156,46724,049-075-023-3220-1,1,049-075-023-3220-1-1,VueloFotogrametrico
-58.4673671861363,-34.5806021644521,46725,049-075-023-3220-1,2,049-075-023-3220-1-2,VueloFotogrametrico
-58.4684180205604,-34.5794988364255,46726,049-076-001-7052-1,1,049-076-001-7052-1-1,VueloFotogrametrico
-58.4684659732642,-34.5794721342787,46727,049-076-001-7052-1,2,049-076-001-7052-1-2,VueloFotogrametrico
-58.4693960237293,-34.5794520983815,46728,049-076-010-7052-1,1,049-076-010-7052-1-1,VueloFotogrametrico
-58.4694168600757,-34.5804434401234,46729,049-076-021-3220-1,1,049-076-021-3220-1-1,VueloFotogrametrico
-58.4694481965586,-34.580406743433,46730,049-076-021-3220-1,2,049-076-021-3220-1-2,VueloFotogrametrico
-58.4684943865729,-34.58048165,46731,049-076-029-3220-1,1,049-076-029-3220-1-1,VueloFotogrametrico
-58.4684452864551,-34.580442266636,46732,049-076-029-3220-1,2,049-076-029-3220-1-2,VueloFotogrametrico
-58.4672964302651,-34.579528365764,46733,049-077-001-17099-1,1,049-077-001-17099-1-1,VueloFotogrametrico
-58.4733834698625,-34.6528527880261,50060,054-065-001-4056-1,1,054-065-001-4056-1-1,VueloFotogrametrico
-58.4733988345944,-34.6527884350313,50061,054-065-001-4056-1,2,054-065-001-4056-1-2,VueloFotogrametrico
-58.4749609168454,-34.6516054989875,50062,054-065-020-13060-1,1,054-065-020-13060-1-1,VueloFotogrametrico
-58.4749106252368,-34.6515992384054,50063,054-065-020-13060-1,2,054-065-020-13060-1-2,VueloFotogrametrico
-58.4756307776129,-34.6523060329582,50064,054-065-030-1071-1,1,054-065-030-1071-1-1,VueloFotogrametrico
-58.4756263080788,-34.6522544395136,50065,054-065-030-1071-1,2,054-065-030-1071-1-2,VueloFotogrametrico
-58.474088845339,-34.6534928412234,50066,054-065-048-4056-1,1,054-065-048-4056-1-1,VueloFotogrametrico
-58.4852606657853,-34.6444079260456,50125,054-070B-001A-3222-1,1,054-070B-001A-3222-1-1,VueloFotogrametrico
-58.485254821624,-34.6443688738842,50126,054-070B-001A-3222-1,2,054-070B-001A-3222-1-2,VueloFotogrametrico
-58.4850756109877,-34.6442301625176,50127,054-070B-001A-3222-1,3,054-070B-001A-3222-1-3,VueloFotogrametrico
-58.4849411780723,-34.6446525676754,50128,054-070B-004-16017-1,1,054-070B-004-16017-1-1,VueloFotogrametrico
-58.485607530287,-34.6429393343534,50129,054-070C-001-16017-1,1,054-070C-001-16017-1-1,VueloFotogrametrico
-58.4854443987905,-34.6428443094306,50130,054-070C-001-16017-1,2,054-070C-001-16017-1-2,VueloFotogrametrico
-58.4854852640934,-34.6428350007271,50131,054-070C-001-16017-1,3,054-070C-001-16017-1-3,VueloFotogrametrico
-58.4853968485475,-34.6431288427311,50132,054-070C-002-16017-1,1,054-070C-002-16017-1-1,VueloFotogrametrico
-58.4870410419581,-34.6419897971273,50133,054-071-001-13060-1,1,054-071-001-13060-1-1,VueloFotogrametrico
-58.487634586657,-34.642508369537,50134,054-071-008-21012-1,1,054-071-008-21012-1-1,VueloFotogrametrico
-58.4876302604771,-34.64247653337,50135,054-071-008-21012-1,2,054-071-008-21012-1-2,VueloFotogrametrico
-58.3945379010779,-34.5946457855474,78136,011-073-034-1104-1,2,011-073-034-1104-1-2,VueloFotogrametrico
-58.3931393309916,-34.5987845197832,78137,011-074-001A-3030-1,1,011-074-001A-3030-1-1,VueloFotogrametrico
-58.3931899475622,-34.5987585534919,78138,011-074-001A-3030-1,2,011-074-001A-3030-1-2,VueloFotogrametrico
-58.3944783891168,-34.5987725617354,78139,011-074-010A-17017-1,1,011-074-010A-17017-1-1,VueloFotogrametrico
-58.3944465805443,-34.5987521519116,78140,011-074-010A-17017-1,2,011-074-010A-17017-1-2,VueloFotogrametrico
-58.3943338445936,-34.5995878259507,78141,011-074-015-3165-1,1,011-074-015-3165-1-1,VueloFotogrametrico
-58.3943756643324,-34.5995433231888,78142,011-074-015-3165-1,2,011-074-015-3165-1-2,VueloFotogrametrico
-58.3933878799196,-34.5995722330434,78143,011-074-024-3165-1,1,011-074-024-3165-1-1,VueloFotogrametrico
-58.3930511795749,-34.5995013334519,78144,011-074-026A-3030-1,1,011-074-026A-3030-1-1,VueloFotogrametrico
-58.3947126073905,-34.5973404021646,78145,011-075-001A-19036-1,1,011-075-001A-19036-1-1,VueloFotogrametrico
-58.3932896366572,-34.5972985174807,78146,011-075-001A-1062-1,1,011-075-001A-1062-1-1,VueloFotogrametrico
-58.394668208722,-34.597305229011,78147,011-075-001A-19036-1,1,011-075-001A-19036-1-1,VueloFotogrametrico
-58.3933368219543,-34.5972739191819,78148,011-075-001A-1062-1,1,011-075-001A-1062-1-1,VueloFotogrametrico
-58.3944605357555,-34.5986748440067,78149,011-075-013-19036-1,1,011-075-013-19036-1-1,VueloFotogrametrico
-58.3945178227787,-34.598624853833,78150,011-075-013-19036-1,2,011-075-013-19036-1-2,VueloFotogrametrico
-58.3931963784317,-34.5986827870385,78151,011-075-021B-17017-1,1,011-075-021B-17017-1-1,VueloFotogrametrico
-58.3931532205671,-34.5986244478323,78152,011-075-021B-17017-1,2,011-075-021B-17017-1-2,VueloFotogrametrico
-58.3934363182792,-34.5959622782781,78153,011-076-001-3030-1,1,011-076-001-3030-1-1,VueloFotogrametrico
-58.3934638970382,-34.5959421950894,78154,011-076-001-3030-1,2,011-076-001-3030-1-2,VueloFotogrametrico
-58.3946438310772,-34.5959171853081,78155,011-076-010-19036-1,1,011-076-010-19036-1-1,VueloFotogrametrico
-58.3946173957148,-34.5958984262491,78156,011-076-010-19036-1,2,011-076-010-19036-1-2,VueloFotogrametrico
-58.3946974415407,-34.5972180048133,78157,011-076-015-1062-1,1,011-076-015-1062-1-1,VueloFotogrametrico
-58.3947316188133,-34.5971815654534,78158,011-076-015-1062-1,2,011-076-015-1062-1-2,VueloFotogrametrico
-58.3933441335156,-34.5971972314362,78159,011-076-020B-1062-1,1,011-076-020B-1062-1-1,VueloFotogrametrico
-58.3933003903726,-34.5971385267482,78160,011-076-020B-1062-1,2,011-076-020B-1062-1-2,VueloFotogrametrico
-58.3933192042361,-34.59488970692,78161,011-077-001-3030-1,1,011-077-001-3030-1-1,VueloFotogrametrico
-58.3933615559557,-34.594859814586,78162,011-077-001-3030-1,2,011-077-001-3030-1-2,VueloFotogrametrico
-58.3944677994494,-34.59479425899,78163,011-077-009-19036-1,1,011-077-009-19036-1-1,VueloFotogrametrico
-58.3944172934636,-34.5947728306781,78164,011-077-009-19036-1,2,011-077-009-19036-1-2,VueloFotogrametrico
-58.3946161085164,-34.595717346502,78165,011-077-011-19036-1,1,011-077-011-19036-1-1,VueloFotogrametrico
-58.394636801728,-34.5956822538399,78166,011-077-011-19036-1,2,011-077-011-19036-1-2,VueloFotogrametrico
-58.3934472953026,-34.5957751544979,78167,011-077-021-3030-1,1,011-077-021-3030-1-1,VueloFotogrametrico
-58.3933719968268,-34.595448912907,78168,011-077-022-3030-1,1,011-077-022-3030-1-1,VueloFotogrametrico
-58.3921582462785,-34.5848372985733,78227,011-996-999-17132-1,1,011-996-999-17132-1-1,VueloFotogrametrico
-58.3920470074991,-34.5848297460903,78228,011-996-999-17132-1,2,011-996-999-17132-1-2,VueloFotogrametrico
-58.392057681936,-34.5847565023663,78229,011-996-999-17132-1,3,011-996-999-17132-1-3,VueloFotogrametrico
-58.3936111005572,-34.5858032304777,78230,011-999-996-17132-1,1,011-999-996-17132-1-1,VueloFotogrametrico
-58.3936308816254,-34.5857880080669,78231,011-999-996-17132-1,2,011-999-996-17132-1-2,VueloFotogrametrico
-58.3905476167457,-34.5864519777976,78232,011-999-997-1060-1,1,011-999-997-1060-1-1,VueloFotogrametrico
-58.3905905782343,-34.5864446525538,78233,011-999-997-1060-1,2,011-999-997-1060-1-2,VueloFotogrametrico
-58.3906287988695,-34.5864269915469,78234,011-999-997-1060-2,1,011-999-997-1060-2-1,VueloFotogrametrico
-58.3920418574246,-34.5916547910257,78235,011-999-998-12076-1,1,011-999-998-12076-1-1,VueloFotogrametrico
-58.3920964170052,-34.591582755783,78236,011-999-998-12076-1,2,011-999-998-12076-1-2,VueloFotogrametrico
-58.3904353555555,-34.5853635207691,78237,011-999-999-1060-1,1,011-999-999-1060-1-1,VueloFotogrametrico
-58.390360807084,-34.5853287766863,78238,011-999-999-1060-1,2,011-999-999-1060-1-2,VueloFotogrametrico
-58.3903622536902,-34.5851336974914,78239,011-999-999-1060-1,3,011-999-999-1060-1-3,VueloFotogrametrico
-58.4143476095131,-34.5968452446582,78240,015-016-001-2082-1,1,015-016-001-2082-1-1,VueloFotogrametrico
-58.4143750613481,-34.596824484441,78241,015-016-001-2082-1,2,015-016-001-2082-1-2,VueloFotogrametrico
-58.4154769895355,-34.596789839984,78242,015-016-009A-3009-1,1,015-016-009A-3009-1-1,VueloFotogrametrico
-58.4154384242972,-34.5967727493924,78243,015-016-009A-3009-1,2,015-016-009A-3009-1-2,VueloFotogrametrico
-58.4158293294379,-34.5977635382465,78244,015-016-016A-2113-1,1,015-016-016A-2113-1-1,VueloFotogrametrico
-58.4158732765757,-34.5977167941312,78245,015-016-016A-2113-1,2,015-016-016A-2113-1-2,VueloFotogrametrico
-58.4147038084637,-34.5978068715865,78246,015-016-024-2082-1,1,015-016-024-2082-1-1,VueloFotogrametrico
